Nama.Produk,Harga,Gambar,Berat,Kipas,Backlight.Keyboard,Volume,Lebar,Ketinggian,Ketebalan,ukuran.layar,Resolusi,Kerapatan.Piksel,Jenis.Layar,Layar.Sentuh,Anti.Pantul,RAM,Kecepatan.RAM,Penyimpanan.Flash,Penyimpanan.Internal,Kecepatan.CPU,Thread.CPU,SSD.NVME,HDMI,USB.Daya,Adaptor.Magsafe,Suara.Stereo,"Konektor.Suara.3,5mm",Dolby.Atmos,Stylus,Pemindai.Sidikjari,Jumlah.Mikrofon,Pengenal.Wajah.3D
"Asus Vivobook Pro 15 OLED M3500 15.6"" AMD Ryzen 5 5600H 3.3GHz / 16GB RAM / 512GB SSD",930,https://images.versus.io/objects/asus-vivobook-pro-15-oled-m3500-15-6-amd-ryzen-5-5600h-3-3ghz-16gb-ram-512gb-ssd.front.master.1687343560269.jpg,1.65,0,1,1518573,359,235,18,15.6,1920 x 1080px,282,OLED/AMOLED,0,0,16,4266,1,512,6 x 3.3GHz,12,1,1,0,0,1,1,0,0,0,1,0
"MSI WF76 11UJ-299 17.3"" FHD Intel Core i7-11800H 2.4GHz / Nvidia RTX A2000 Laptop / 16GB RAM / 1TB SSD",1999,https://images.versus.io/objects/msi-wf76-11uj-299-17-3-fhd-intel-core-i7-11800h-2-4ghz-nvidia-rtx-a2000-laptop-16gb-ram-1tb-ssd.front.master.1677668652503.jpg,2.6,0,1,2716353,398,273,25,17.3,1920 x 1080px,127,"LCD, IPS",0,0,16,3200,1,1024,8 x 2.3GHz,16,1,1,0,0,1,1,0,0,0,1,0
"Lenovo ThinkPad C13 Yoga Chromebook 13.3"" FHD AMD Athlon Gold 3150C 2.4GHz / 4GB RAM / 32GB",380,https://images.versus.io/objects/lenovo-thinkpad-c13-yoga-chromebook-13-3-fhd-amd-athlon-gold-3150c-2-4ghz-4gb-ram-32gb.front.master.1680610583436.jpg,1.5,0,1,976263,307,212,15,13.3,1920 x 1080px,165,"IPS, LED-backlit",1,1,4,2400,1,32,2 x 2.4GHz,4,0,1,0,0,1,1,0,1,0,2,0
Asus TUF Gaming F15 Intel Core i5-10300H 2.5GHz / Nvidia GeForce GTX 1650 Laptop / 8GB RAM / 512GB SSD,650,https://images.versus.io/objects/asus-tuf-gaming-f15-intel-core-i5-10300h-2-5ghz-nvidia-geforce-gtx-1650-ti-laptop-8gb-ram-512gb-ssd.front.master.1633337711994.jpg,2.3,0,1,2288413,359,256,24.9,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,8,2933,1,512,4 x 2.5GHz,8,0,1,1,0,1,1,0,0,0,1,0
Xiaomi RedmiBook 15 Pro Intel Core i5-11300H 3.1GH / 8GB RAM / 512GB SSD,246,https://images.versus.io/objects/xiaomi-redmibook-15-pro-intel-core-i5-11300h-3-1gh-8gb-ram-512gb-ssd.front.master.1628531347282.jpg,1.8,0,0,1762853,363.8,243.5,19.9,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,0,8,4267,1,512,4 x 3.1GHz,8,0,1,1,0,1,1,0,0,0,1,0
Xiaomi RedmiBook 15 e-Learning Edition Intel Core i3-1115G4 3GHz / 8GB RAM / 512GB SSD,300,https://images.versus.io/objects/xiaomi-redmibook-15-e-learning-edition-intel-core-i3-1115g4-3ghz-8gb-ram-512gb-ssd.front.master.1628534251498.jpg,1.8,0,0,1762853,363.8,243.5,19.9,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,0,8,3733,1,512,2 x 3GHz,4,0,1,1,0,1,1,0,0,0,1,0
"MSI Prestige 15 A11SC-045 15.6"" UHD Intel Core i7-1195G7 2.9GHz / Nvidia GeForce GTX 1650 Laptop / 32GB RAM / 1TB SSD",965,https://images.versus.io/objects/msi-prestige-15-a11sc-045-15-6-uhd-intel-core-i7-1195g7-2-9ghz-nvidia-geforce-gtx-1650-laptop-32gb-ram-1tb-ssd.front.master.1665742628015.jpg,1.69,0,1,1409193,356.8,233.7,16.9,15.6,3840 x 2160px,282,"LED-backlit, LCD",0,0,32,3200,1,1000,4 x 2.9GHz,8,1,1,1,0,1,1,0,0,0,1,0
"Dell Inspiron 16 Plus 7610 16"" Intel Core i5-11400H 2.7GHz / Nvidia GeForce RTX 3050 Laptop / 16GB RAM / 512GB SSD",1.39,https://images.versus.io/objects/dell-inspiron-16-plus-7610-16-intel-core-i5-11400h-2-7ghz-nvidia-geforce-rtx-3050-laptop-16gb-ram-512gb-ssd.front.master.1655892232661.jpg,2.01,0,1,1578333,355,247,18,16,3072 x 1920px,226,"IPS, LCD, LED-backlit",0,1,16,3200,0,512,6 x 2.7GHz,12,1,1,0,0,1,1,0,0,0,2,0
"Realme Book 14"" Intel Core i5-1135G7 2.4Ghz / 8GB RAM / 512GB SSD",479,https://images.versus.io/objects/realme-book-14-intel-core-i5-1135g7-2-4ghz-8gb-ram-512gb-ssd.front.master.1629829393374.jpg,1.38,0,1,1047743,307.2,228.9,14.9,14,2160 x 1440px,185,"IPS, LCD, LED-backlit",0,0,8,4267,1,512,4 x 2.4GHz,8,0,0,1,0,1,1,0,0,1,2,0
HP 15s AMD Ryzen 3 3250U 2.6GHz / 8GB RAM / 256GB SSD,425,https://images.versus.io/objects/hp-15s-amd-ryzen-3-3250u-2-6ghz-8gb-ram-256gb-ssd.front.master.1636744568773.jpg,1.74,0,0,1726463,358.5,242,19.9,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,8,2400,1,256,2 x 2.6GHz,4,0,1,1,0,1,1,0,0,0,2,0
"Realme Book 14"" Intel Core i3-1115G4 3Ghz / 8GB RAM / 256GB SSD",450,https://images.versus.io/objects/realme-book-14-intel-core-i3-1115g4-3ghz-8gb-ram-256gb-ssd.front.master.1629829477881.jpg,1.38,0,1,1047743,307.2,228.9,14.9,14,2160 x 1440px,185,"IPS, LCD, LED-backlit",0,0,8,3733,1,256,2 x 3GHz,4,0,0,1,0,1,1,0,0,1,2,0
"Dell Inspiron 15 3583 15"" Intel Celeron N4020 1.1GHz / 4GB RAM / 128GB SSD",317,https://images.versus.io/objects/dell-inspiron-15-3583-15-intel-celeron-n4020-1-1ghz-4gb-ram-128gb-ssd.front.master.1666704812836.jpg,2,0,0,1862763,380,258,19,15.6,1366 x 768px,104,"LED-backlit, LCD",0,0,4,2400,1,128,2 x 1.1GHz,2,1,1,1,0,1,1,0,0,0,1,0
"Lenovo Yoga Slim 9i 14"" Intel Core i7-1165G7 2.8GHz / 16GB RAM / 1TB SSD",760,https://images.versus.io/objects/lenovo-yoga-slim-9i-14-intel-core-i7-1165g7-2-8ghz-16gb-ram-1tb-ssd.front.master.1613165933904.jpg,1.2,0,1,888023,318,200.9,13.9,14,3840 x 2160px,315,"IPS, LCD, LED-backlit",1,0,16,4267,1,1000,4 x 2.8GHz,8,0,0,1,0,1,1,0,0,0,2,1
"HP Spectre x360 13.3"" Intel Core i5-1135G7 2.4GHz / 8GB RAM / 512GB SSD",699,https://images.versus.io/objects/hp-spectre-x360-13-3-intel-core-i5-1135g7-2-4ghz-8gb-ram-512gb-ssd.front.master.1613518120971.jpg,1.27,0,1,1014963,306.8,194.6,17,13.3,1920 x 1080px,166,"IPS, LCD, LED-backlit",1,1,8,4267,1,512,4 x 2.4GHz,8,0,0,1,0,1,1,0,0,0,2,0
"Asus Chromebook Flip C214 11.6"" Intel Celeron N4000 1.1GHz / 4GB RAM / 64GB SSD",298,https://images.versus.io/objects/asus-chromebook-flip-c214-11-6-intel-celeron-n4000-1-1ghz-4gb-ram-64gb-ssd.front.master.1685110820398.jpg,1.2,0,0,1104053,292,199,19,11.6,1366 x 768px,135,LED-backlit,1,1,4,2400,1,64,2 x 1.1GHz,2,0,0,0,0,1,1,0,1,0,1,0
"HP Spectre x360 13.3"" Intel Core i7-1165G7 2.8GHz / 16GB RAM / 1TB SSD",1.6,https://images.versus.io/objects/hp-spectre-x360-13-3-intel-core-i7-1165g7-2-8ghz-16gb-ram-1tb-ssd.front.master.1613516731200.jpg,1.27,0,1,1014963,306.8,194.6,17,13.3,1920 x 1080px,166,"IPS, LCD, LED-backlit",1,1,16,4267,1,1000,4 x 2.8GHz,8,0,0,1,0,1,1,0,0,0,2,0
"Acer Swift 3 Pro 13.5"" Intel Core i5-1035G4 1.1 GHz / 8GB RAM / 256GB SSD",688,https://images.versus.io/objects/acer-swift-3-pro-13-5-intel-core-i5-1035g4-1-1-ghz-8gb-ram-256gb-ssd.front.master.1613002303011.jpg,1.2,0,1,1130363,302.3,233.7,16,13.5,2256 x 1504px,201,"IPS, LCD, LED-backlit",0,0,8,3733,1,256,4 x 1.1GHz,8,0,1,1,0,1,1,0,0,1,1,0
"Asus ProArt StudioBook 15 H500GV 15.6"" Intel Core i7-9750H 2.6GHz / Nvidia GeForce RTX 2060 Laptop / 32GB RAM / 2TB SSD",2382,https://images.versus.io/objects/asus-proart-studiobook-15-h500gv-15-6-intel-core-i7-9750h-2-6ghz-nvidia-geforce-rtx-2060-laptop-32gb-ram-2tb-ssd.front.master.1675685548308.jpg,1.98,0,1,1632963,360,252,18,15.6,3840 x 2160px,282,"LED-backlit, IPS",0,1,32,2666,1,2048,6 x 2.6GHz,12,1,1,0,0,1,1,0,0,0,1,1
"Acer Spin 7 14"" Qualcomm Snapdragon 8cx Gen 2 2.84GHz / 8GB RAM / 512GB SSD",479,https://images.versus.io/objects/acer-spin-7-14-qualcomm-snapdragon-8cx-gen-2-2-84ghz-8gb-ram-512gb-ssd.front.master.1628088698139.jpg,1.4,0,1,1189093,325.1,228.6,16,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",1,1,8,2133,1,512,2 x 2.84GHz & 2 x 1.8GHz,8,0,0,1,0,1,1,0,1,1,1,0
"Lenovo IdeaPad 3 17.3"" HD Intel Core i3-1005G1 1.2GHz / 8GB RAM / 512GB SSD",458,https://images.versus.io/objects/lenovo-ideapad-3-17-3-hd-intel-core-i3-1005g1-1-2ghz-8gb-ram-512gb-ssd.front.master.1601206806909.jpg,2.2,0,0,2250343,402,281.3,19.9,17.3,1600 x 900px,106,"LED-backlit, LCD",0,1,8,3733,1,512,2 x 1.2GHz,4,0,1,1,0,1,1,0,0,1,2,0
"Asus ZenBook Flip S UX370UA 13.3"" Intel Core i7-7500U 2.7GHz / 16GB RAM / 512GB SSD",1.2,https://images.versus.io/objects/asus-zenbook-flip-s-ux370ua-13-3-intel-core-i7-7500u-2-7ghz-16gb-ram-512gb-ssd.front.master.1600708969135.jpg,1.1,0,1,743753,313,218,10.9,13.3,1920 x 1080px,166,"IPS, LCD, LED-backlit",1,0,16,2133,1,512,2 x 2.7GHz,4,0,0,1,0,1,1,0,1,1,1,0
MSI Summit E15 Intel Core i7-1185G7 3GHz / 16GB RAM / 1TB SSD,1799,https://images.versus.io/objects/msi-summit-e15-intel-core-i7-1185g7-3ghz-16gb-ram-1tb-ssd.front.master.1614105384015.jpg,1.65,0,1,1409193,356.8,233.7,16.9,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",1,0,16,4267,1,1000,4 x 3GHz,8,0,1,1,0,1,1,0,0,1,1,1
"MSI Summit E14 A11SCS-088 14"" UHD Intel Core i7-1185G7 3GHz / Nvidia GeForce GTX 1650 Ti Laptop / 16GB RAM / 1TB SSD",910,https://images.versus.io/objects/msi-summit-e14-a11scs-088-14-uhd-intel-core-i7-1185g7-3ghz-nvidia-geforce-gtx-1650-ti-laptop-16gb-ram-1tb-ssd.front.master.1666792536208.jpg,1.29,0,1,2550683,484,310,17,14,3840 x 2160px,314,"LED-backlit, LCD",1,0,16,4267,1,1024,4 x 3GHz,8,1,0,1,0,1,1,0,1,1,1,1
"Microsoft Surface Laptop Go 12.4"" Intel Core i5-1035G1 1GHz / 8GB RAM / 256GB SSD",546,https://images.versus.io/objects/microsoft-surface-laptop-go-12-4-intel-core-i5-1035g1-1ghz-8gb-ram-256gb-ssd.front.master.1601655250021.jpg,1.11,0,0,898443,278.2,205.7,15.7,12.4,1536 x 1024px,148,"LED-backlit, LCD",1,0,8,3733,1,256,4 x 1GHz,8,0,0,1,0,1,1,0,0,1,2,0
Asus ZenBook 13 FHD UX325 Intel Core i5-1135G7 2.4GHz / 16GB RAM / 512GB SSD,235,https://images.versus.io/objects/asus-zenbook-13-fhd-ux325-intel-core-i5-1135g7-2-4ghz-16gb-ram-512gb-ssd.front.master.1613943789469.jpg,1.11,0,1,858363,304.2,203,13.9,13.3,1920 x 1080px,166,"IPS, LCD, OLED/AMOLED, LED-backlit",0,1,16,4267,1,512,4 x 2.4GHz,8,1,1,1,0,1,0,0,0,0,1,1
Asus ZenBook 13 OLED UX325 Intel Core i7-1165G7 2.8GHz / 16GB RAM / 1TB SSD,950,https://images.versus.io/objects/asus-zenbook-13-oled-ux325-intel-core-i7-1165g7-2-8ghz-16gb-ram-1tb-ssd.front.master.1613942520234.jpg,1.11,0,1,858363,304.2,203,13.9,13.3,1920 x 1080px,166,OLED/AMOLED,0,1,16,4267,1,1000,4 x 2.8GHz,8,0,1,1,0,1,1,0,0,0,1,1
"Lenovo ThinkPad X1 Carbon Gen 9 14"" Intel Core i7-1185G7 3GHz / 16GB RAM / 1TB SSD",1.3,https://images.versus.io/objects/lenovo-thinkpad-x1-carbon-gen-9-14-intel-core-i7-1185g7-3ghz-16gb-ram-1tb-ssd.front.master.1621881459412.jpg,1.13,0,1,1038433,314.5,221.6,14.9,14,3840 x 2400px,323,"IPS, LCD, LED-backlit",0,0,16,4267,1,1000,4 x 3GHz,8,0,1,1,0,1,1,0,0,1,4,1
"Lenovo ThinkPad X1 Carbon Gen 9 14"" Intel Core i5-1145G7 2.6GHz / 16GB RAM / 512GB SSD",1.2,https://images.versus.io/objects/lenovo-thinkpad-x1-carbon-gen-9-14-intel-core-i5-1145g7-2-6ghz-16gb-ram-512gb-ssd.front.master.1621881248805.jpg,1.13,0,1,1038433,314.5,221.6,14.9,14,1920 x 1200px,162,"IPS, LCD, LED-backlit",1,1,16,4267,1,512,4 x 2.6GHz,8,0,1,1,0,1,1,0,0,1,4,1
Xiaomi Mi Notebook Pro 15 (2021) Intel Core i7-11370H 3.3GHz / 16GB RAM / 512GB SSD,451,https://images.versus.io/objects/xiaomi-mi-notebook-pro-15-2021-intel-core-i7-11370h-3-3ghz-16gb-ram-512gb-ssd.front.master.1618859463468.jpg,1.8,0,1,1348743,348.4,237.5,16.3,15.6,3456 x 2160px,261,"OLED/AMOLED, LED-backlit, LCD",0,0,16,4267,1,512,4 x 3.3GHz,8,0,0,1,0,1,1,0,0,0,1,0
"Lenovo ThinkPad X1 Yoga Gen 6 14"" Intel Core i7-1165G7 2.8GHz / 16GB RAM / 1TB SSD",730,https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-gen-6-14-intel-core-i7-1165g7-2-8ghz-16gb-ram-1tb-ssd.front.master.1621874382313.jpg,1.35,0,1,1040013,313,223,14.9,14,1920 x 1200px,162,"IPS, LCD, LED-backlit",1,1,16,4267,1,1000,4 x 2.8GHz,8,0,1,1,0,1,1,0,1,1,4,1
Xiaomi Mi Notebook Pro 14 (2021) Intel Core i7-11370H 3.3GHz / 16GB RAM / 512GB SSD,312,https://images.versus.io/objects/xiaomi-mi-notebook-pro-14-2021-intel-core-i7-11370h-3-3ghz-16gb-ram-512gb-ssd.front.master.1618863006944.jpg,1.5,0,1,1105983,315.6,220.4,15.9,14,2560 x 1600px,216,"LED-backlit, LCD",0,0,16,4267,1,512,4 x 3.3GHz,8,0,0,1,0,1,1,0,0,0,1,0
Xiaomi Mi Notebook Pro 15 (2021) Intel Core i5-11300H 3.1GHz / 16GB RAM / 512GB SSD,899,https://images.versus.io/objects/xiaomi-mi-notebook-pro-15-2021-intel-core-i5-11300h-3-1ghz-16gb-ram-512gb-ssd.front.master.1618859696049.jpg,1.8,0,1,1348743,348.4,237.5,16.3,15.6,3456 x 2160px,261,"OLED/AMOLED, LED-backlit, LCD",0,0,16,4267,1,512,4 x 3.1GHz,8,0,0,1,0,1,1,0,0,0,1,0
Xiaomi Mi Notebook Pro 14 (2021) Intel Core i5-11300H 3.1GHz / 16GB RAM / 512GB SSD,271,https://images.versus.io/objects/xiaomi-mi-notebook-pro-14-2021-intel-core-i5-11300h-3-1ghz-16gb-ram-512gb-ssd.front.master.1618863155299.jpg,1.5,0,1,1105983,315.6,220.4,15.9,14,2560 x 1600px,216,"LED-backlit, LCD",0,0,16,4267,1,512,4 x 3.1GHz,8,0,0,1,0,1,1,0,0,0,1,0
"MSI CreatorPro M16 A12UJS-653ES 16"" QHD Plus Intel Core i7-12700H 1.7GHz / Nvidia RTX A2000 Laptop / 64GB RAM / 1TB SSD",1799,https://images.versus.io/objects/msi-creatorpro-m16-a12ujs-653es-16-qhd-plus-intel-core-i7-12700h-1-7ghz-nvidia-rtx-a2000-laptop-64gb-ram-1tb-ssd.front.master.1677596291408.jpg,2.26,0,1,2138563,359,259,23,16,2560 x 1600px,188,"LCD, IPS",0,0,64,3200,1,1024,6 x 2.3GHz & 8 x 1.7GHz,20,1,1,0,0,1,1,0,0,0,1,0
"HP ZBook Fury G8 15.6"" Intel Core i7-11850H 2.6GHz / Nvidia RTX A2000 Laptop / 32GB RAM / 1TB SSD",2.7,https://images.versus.io/objects/hp-zbook-fury-g8-15-6-intel-core-i7-11850h-2-6ghz-nvidia-rtx-a2000-laptop-32gb-ram-1tb-ssd.front.master.1686151245238.jpg,2.35,0,1,2271413,361,242,26,15.6,1920 x 1080px,141,IPS,0,1,32,3200,1,1024,8 x 2.5GHz,16,1,1,1,0,1,1,0,0,1,1,0
"MSI CreatorPro Z16P B12UKST-095ES 16"" QHD Plus Intel Core i9-12900H 2.5GHz / Nvidia RTX A3000 Laptop / 32GB RAM / 2TB SSD",1799,https://images.versus.io/objects/msi-creatorpro-z16p-b12ukst-095es-16-qhd-plus-intel-core-i9-12900h-2-5ghz-nvidia-rtx-a3000-laptop-32gb-ram-2tb-ssd.front.master.1677586865137.jpg,2.39,0,1,1746183,359,256,19,16,2560 x 1600px,188,"IPS, LCD",1,0,32,4800,1,2048,6 x 2.5GHz & 8 x 1.8GHz,20,1,0,0,0,1,1,0,1,1,1,0
"MSI CreatorPro Z17 A12UKST-203ES 17"" QHD Plus Intel Core i7-12700H 1.7GHz / Nvidia RTX A3000 Laptop / 32GB RAM / 1TB SSD",1799,https://images.versus.io/objects/msi-creatorpro-z17-a12ukst-203es-17-qhd-plus-intel-core-i7-12700h-1-7ghz-nvidia-rtx-a3000-laptop-32gb-ram-1tb-ssd.front.master.1677595615471.jpg,2.49,0,1,1887083,382,260,19,17,2560 x 1600px,177,"LCD, IPS",1,0,32,4800,1,1024,6 x 2.3GHz & 8 x 1.7GHz,20,1,1,0,0,1,1,0,1,1,1,0
"Microsoft Surface Laptop 4 15"" AMD Ryzen 7 4980U 2GHz / 16GB RAM / 512GB SSD",764,https://images.versus.io/objects/microsoft-surface-laptop-4-15-amd-ryzen-7-4980u-2ghz-16gb-ram-512gb-ssd.front.master.1618410619825.jpg,1.54,0,1,1217723,339.5,244,14.7,15,2496 x 1664px,201,"IPS, LCD, LED-backlit",1,0,16,3200,1,512,8 x 2GHz,16,0,0,1,0,1,1,0,0,0,2,1
"Microsoft Surface Laptop 4 13.5"" Intel Core i7-1185G7 3GHz / 32GB RAM / 1TB SSD",1175,https://images.versus.io/objects/microsoft-surface-laptop-4-13-5-intel-core-i7-1185g7-3ghz-32gb-ram-1tb-ssd.front.master.1618412545278.jpg,1.29,0,1,995923,308,223,14.5,13.5,2256 x 1504px,201,"IPS, LCD, LED-backlit",1,0,32,4267,1,1000,4 x 3GHz,8,0,0,1,0,1,1,0,0,0,2,1
Dell XPS 13 (2021) Intel Core i5-1135G7 2.4GHz / 8GB RAM / 256GB SSD,899,https://images.versus.io/objects/dell-xps-13-2021-intel-core-i5-1135g7-2-4ghz-8gb-ram-256gb-ssd.front.master.1618846779386.jpg,1.2,0,1,869583,295.7,198.7,14.8,13.4,1920 x 1200px,169,"IPS, LCD, LED-backlit",0,1,8,4267,1,256,4 x 2.4GHz,8,0,0,1,0,1,1,0,0,1,1,1
Dell XPS 13 (2021) Intel Core i3-1115G4 3GHz / 8GB RAM / 256GB SSD,689,https://images.versus.io/objects/dell-xps-13-2021-intel-core-i3-1115g4-3ghz-8gb-ram-256gb-ssd.front.master.1618846621488.jpg,1.2,0,1,869583,295.7,198.7,14.8,13.4,1920 x 1200px,169,"IPS, LCD, LED-backlit",0,1,8,3733,1,256,2 x 3GHz,4,0,0,1,0,1,1,0,0,1,1,1
"Microsoft Surface Laptop 4 15"" Intel Core i7-1185G7 3GHz / 32GB RAM / 1TB SSD",1.1,https://images.versus.io/objects/microsoft-surface-laptop-4-15-intel-core-i7-1185g7-3ghz-32gb-ram-1tb-ssd.front.master.1618411340307.jpg,1.54,0,1,1217723,339.5,244,14.7,15,2496 x 1664px,201,"IPS, LCD, LED-backlit",1,0,32,4267,1,1000,4 x 3GHz,8,0,0,1,0,1,1,0,0,0,2,1
Dell XPS 13 (2021) Intel Core i7-1185G7 3GHz / 16GB RAM / 512GB SSD,1549,https://images.versus.io/objects/dell-xps-13-2021-intel-core-i7-1185g7-3ghz-16gb-ram-512gb-ssd.front.master.1618846876389.jpg,1.27,0,1,869583,295.7,198.7,14.8,13.4,3456 x 2160px,304,OLED/AMOLED,1,1,16,4267,1,512,4 x 3GHz,8,0,0,1,0,1,1,0,0,1,1,1
Samsung Galaxy Book Pro 360â€‹ 13 Intel Core i7-1165G7 2.8GHz / 16GB RAM / 512GB SSD,499,https://images.versus.io/objects/samsung-galaxy-book-pro-360-13-intel-core-i7-1165g7-2-8ghz-16gb-ram-512gb-ssd.front.master.1619807167425.jpg,1.06,0,1,696253,302.5,201.9,11.4,13.3,1920 x 1080px,166,"OLED/AMOLED, LED-backlit, LCD",1,0,16,4267,1,512,4 x 2.8GHz,8,0,0,1,0,1,1,0,1,1,2,0
"Samsung Galaxy Book LTE 15.6"" Intel Core i7-1165G7 2.8GHz / 16GB RAM / 512GB SSD",1,https://images.versus.io/objects/samsung-galaxy-book-lte-15-6-intel-core-i7-1165g7-2-8ghz-16gb-ram-512gb-ssd.front.master.1622043218480.jpg,1.55,0,0,1258133,356.6,229.1,15.4,15.6,1920 x 1080px,141,"LED-backlit, LCD",0,0,16,4267,1,512,4 x 2.8GHz,8,0,1,1,0,1,1,0,0,1,2,0
"Asus E410MA 14"" Intel Celeron N4020 1.1GHz / 4GB RAM / 64GB SSD",219,https://images.versus.io/objects/asus-e410ma-14-intel-celeron-n4020-1-1ghz-4gb-ram-64gb-ssd.front.master.1687187076961.jpg,1.3,0,1,1269453,325,217,18,14,1366 x 768px,111,LED-backlit,0,1,4,2400,1,64,2 x 1.1GHz,2,0,1,1,0,1,1,0,0,0,1,0
"Samsung Galaxy Book WiFi 15.6"" Intel Core i3-1115G4 3GHz / 8GB RAM / 256GB SSD",490,https://images.versus.io/objects/samsung-galaxy-book-wifi-15-6-intel-core-i3-1115g4-3ghz-8gb-ram-256gb-ssd.front.master.1622043325076.jpg,1.55,0,0,1258133,356.6,229.1,15.4,15.6,1920 x 1080px,141,"LED-backlit, LCD",0,0,8,3733,1,256,2 x 3GHz,4,0,1,1,0,1,1,0,0,1,2,0
"MSI Prestige 14 A11SC-005 14"" FHD Intel Core i7-1185G7 3GHz / Nvidia GeForce GTX 1650 Laptop / 16GB RAM / 512GB SSD",546,https://images.versus.io/objects/msi-prestige-14-a11sc-005-14-fhd-intel-core-i7-1185g7-3ghz-nvidia-geforce-gtx-1650-laptop-16gb-ram-512gb-ssd.front.master.1665751354026.jpg,1.29,0,1,1047913,319,219,15,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,0,16,1800,1,512,4 x 3GHz,8,1,0,1,0,1,1,0,0,0,1,0
"Microsoft Surface Laptop 4 13.5"" Intel Core i5-1135G7 2.4GHz / 16GB AM / 512GB SSD",705,https://images.versus.io/objects/microsoft-surface-laptop-4-13-5-intel-core-i5-1135g7-2-4ghz-16gb-am-512gb-ssd.front.master.1618412756145.jpg,1.29,0,1,995923,308,223,14.5,13.5,2256 x 1504px,201,"IPS, LCD, LED-backlit",1,0,16,4267,1,512,4 x 2.4GHz,8,0,0,1,0,1,1,0,0,0,2,1
"Samsung Galaxy Book LTE 15.6"" Intel Core i5-1135G7 2.4GHz / 8GB RAM / 256GB SSD",490,https://images.versus.io/objects/samsung-galaxy-book-lte-15-6-intel-core-i5-1135g7-2-4ghz-8gb-ram-256gb-ssd.front.master.1622043025853.jpg,1.55,0,0,1258133,356.6,229.1,15.4,15.6,1920 x 1080px,141,"LED-backlit, LCD",0,0,8,4267,1,256,4 x 2.4GHz,8,0,1,1,0,1,1,0,0,1,2,0
"Microsoft Surface Laptop 4 13.5"" AMD Ryzen 5 4680U 2.1 / 16GB RAM / 512GB SSD",479,https://images.versus.io/objects/microsoft-surface-laptop-4-13-5-amd-ryzen-5-4680u-2-1-16gb-ram-512gb-ssd.front.master.1618411977684.jpg,1.26,0,1,995923,308,223,14.5,13.5,2256 x 1504px,201,"IPS, LCD, LED-backlit",1,0,16,3200,1,512,6 x 2.1GHz,12,0,0,1,0,1,1,0,0,0,2,1
"Samsung Galaxy Book Flex2 Alpha 13.3"" Intel Core i7-1165G7 2.8GHz / 16GB RAM / 512GB SSD",1,https://images.versus.io/objects/samsung-galaxy-book-flex2-alpha-13-3-intel-core-i7-1165g7-2-8ghz-16gb-ram-512gb-ssd.front.master.1620409035226.jpg,1.19,0,1,855393,304.8,201.9,13.9,13.3,1920 x 1080px,166,"LED-backlit, LCD",1,0,16,4267,1,512,4 x 2.8GHz,8,0,1,1,0,1,1,0,0,1,2,0
Samsung Galaxy Book Pro 360 15 Intel Core i7-1165G7 2.8GHz / 16GB RAM / 1TB SSD,798,https://images.versus.io/objects/samsung-galaxy-book-pro-360-15-intel-core-i7-1165g7-2-8ghz-16gb-ram-1tb-ssd.front.master.1619807341877.jpg,1.39,0,1,963073,354.8,228.1,11.9,15.6,1920 x 1080px,141,OLED/AMOLED,1,0,16,4267,1,1000,4 x 2.8GHz,8,1,0,1,0,1,1,0,1,1,2,0
"Samsung Galaxy Book Flex2 Alpha 13.3"" Intel Core i5-1135G7 2.4GHz / 8GB RAM / 256GB SSD",1,https://images.versus.io/objects/samsung-galaxy-book-flex2-alpha-13-3-intel-core-i5-1135g7-2-4ghz-8gb-ram-256gb-ssd.front.master.1620410130260.jpg,1.19,0,1,855393,304.8,201.9,13.9,13.3,1920 x 1080px,166,"LED-backlit, LCD",1,0,8,4267,1,256,4 x 2.4GHz,8,0,1,1,0,1,1,0,0,1,2,0
"Acer ConceptD 3 CN316-73G-733T 16"" Intel Core i7-11800H 2.3GHz / Nvidia GeForce RTX 3050 Ti Laptop / 16GB RAM / 1TB SSD",1.3,https://images.versus.io/objects/acer-conceptd-3-cn316-73g-733t-16-intel-core-i7-11800h-2-3ghz-nvidia-geforce-rtx-3050-ti-laptop-16gb-ram-1tb-ssd.front.master.1696605158220.jpg,1.7,0,1,1864463,358,248,21,16,1920 x 1200px,141,"LCD, LED-backlit",0,0,16,3200,1,1024,8 x 2.3GHz,16,1,1,0,0,1,1,0,0,1,1,0
"Lenovo LOQ 15IRH8 15.6"" Intel Core i5-13500H 2.6GHz / Nvidia GeForce RTX 3050 Laptop / 16GB RAM / 1TB SSD",800,https://images.versus.io/objects/lenovo-loq-15irh8-15-6-intel-core-i5-13500h-2-6ghz-nvidia-geforce-rtx-3050-laptop-16gb-ram-1tb-ssd.front.master.1680885172369.jpg,2.4,0,1,2369.43,359,264,25,15,1920 x 1080px,146,"LED-backlit, IPS",0,1,16,5200,1,1024,4 x 2.6GHz & 8 x 1.9GHz,16,1,1,0,0,1,1,0,0,0,1,0
