"","Nama.Produk","Nama.Prosesor","Nama.GPU","Harga","Gambar","Berat","Kipas","Backlight.Keyboard","Volume","Lebar","Ketinggian","Ketebalan","Ukuran.Layar","Resolusi","Kerapatan.Piksel","Jenis.Layar","Layar.Sentuh","Anti.Pantul","RAM","Kecepatan.RAM","Penyimpanan.Flash","Penyimpanan.Internal","Kecepatan.CPU","Thread.CPU","SSD.NVME","HDMI","USB.Daya","Adaptor.Magsafe","Suara.Stereo","Konektor.Suara.3,5mm","Dolby.Atmos","Stylus","Pemindai.Sidikjari","Jumlah.Mikrofon","Pengenal.Wajah.3D"
"67","Lenovo Flex 5G 14""","Qualcomm Snapdragon 8cx 2.84 GHz","Integrated",280,"https://images.versus.io/objects/lenovo-flex-5g-14-qualcomm-snapdragon-8cx-2-84-ghz-8gb-ram-256gb-ssd.front.master.1601337862213.jpg",1.3,0,1,1011.363,320,215,14.7,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",1,0,8,2133,1,256,"2 x 2.84GHz & 2 x 1.8GHz",8,0,0,1,0,1,1,0,0,1,2,1
"68","HP Spectre x360 15.6""","Intel Core i7-8705G 3.1GHz","Integrated",1300,"https://images.versus.io/objects/hp-spectre-x360-15-6-intel-core-i7-8705g-3-1ghz-16gb-512gb-ssd.front.master.1576684641045.jpg",2.14,0,1,1741.153,359,250,19.4,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,"4 x 3.1GHz",8,0,1,1,0,1,1,0,1,1,2,0
"69","Lenovo ThinkPad X1 Yoga (2018) 14"" WQHD IPS","Intel Core i7-8650U 1.9GHz","Integrated",1000,"https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-2018-14-wqhd-ips-intel-core-i7-8650u-1-9ghz-16gb-1tb-ssd.front.master.1576684641045.jpg",1.4,0,1,1300.183,333,229,17.05,14,"2560 x 1440px",210,"IPS, LCD, LED-backlit",1,0,16,2133,1,1000,"4 x 1.9GHz",8,0,1,1,0,1,1,0,0,1,2,0
"70","Lenovo ThinkPad X1 Carbon (2018) 14"" FHD IPS","Intel Core i7-8650U 1.9GHz","Integrated",650,"https://images.versus.io/objects/lenovo-thinkpad-x1-carbon-2018-14-fhd-ips-intel-core-i7-8650u-1-9ghz-16gb-1tb-ssd.front.master.1576684641045.jpg",1.13,0,1,1120.23,323.5,217.1,15.95,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",0,0,16,2400,1,1000,"4 x 1.9GHz",8,0,1,1,0,1,1,0,0,1,2,0
"71","HP Spectre x360 15.6""","Intel Core i7-8550U 1.8GHz","Integrated",1299,"https://images.versus.io/objects/hp-spectre-x360-15-6-intel-core-i7-8550u-1-8ghz-16gb-512gb-ssd.front.master.1576684641045.jpg",2.14,0,1,1732.173,359,250,19.3,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,"4 x 1.8GHz",8,0,1,1,0,1,1,0,1,1,1,0
"72","LG Gram 15 (2018) 15.6""","Intel Core i7-8550U 1.8GHz","Integrated",899,"https://images.versus.io/objects/lg-gram-15-2018-15-6-intel-core-i7-8550u-1-8ghz-16gb-1tb-ssd.front.master.1576684641045.jpg",1.09,0,1,1457.143,358.1,228.6,17.8,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",1,0,16,2400,1,1000,"4 x 1.8GHz",8,0,1,1,0,1,1,0,0,1,1,0
"73","Lenovo ThinkPad X1 Yoga (2018) 14"" FHD IPS","Intel Core i5-8250U 1.6GHz","Integrated",269,"https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-2018-14-fhd-ips-intel-core-i5-8250u-1-6ghz-8gb-ram-512gb-ssd.front.master.1576684641045.jpg",1.4,0,1,1300.183,333,229,17.05,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",1,1,8,2400,1,512,"4 x 1.6GHz",8,0,1,1,0,1,1,0,1,1,1,0
"74","HP Chromebook 14 G5 14""","Intel Celeron N3450 1.1GHz","Integrated",248,"https://images.versus.io/objects/hp-chromebook-14-g5-14-intel-celeron-n3450-1-1ghz-8gb-64gb.front.master.1576684641045.jpg",1.54,0,0,1393.763,337,226,18.3,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",1,1,8,2400,1,64,"4 x 1.1GHz",4,0,0,1,0,1,1,0,0,0,2,0
"75","Lenovo ThinkPad T480 14""","Intel Core i7-8550U 1.8GHz","Integrated",263,"https://images.versus.io/objects/lenovo-thinkpad-t480-14-intel-core-i7-8550u-1-8ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg",1.58,0,1,1561.283,336.6,232.5,19.95,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",0,1,8,2400,1,256,"4 x 1.8GHz",8,0,1,1,0,1,1,0,0,0,2,0
"77","Lenovo ThinkPad T480 14""","Intel Core i5-8350U 1.7GHz","Integrated",435,"https://images.versus.io/objects/lenovo-thinkpad-t480-14-intel-core-i5-8350u-1-7ghz-8gb-ram-512gb-ssd.front.master.1576684641045.jpg",1.58,0,1,1561.283,336.6,232.5,19.95,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",0,1,8,2400,1,512,"4 x 1.7GHz",8,0,1,1,0,1,1,0,0,0,1,0
"78","Huawei MateBook X Pro 13.9""","Intel Core i7-8550U 1.8GHz","Integrated",1090,"https://images.versus.io/objects/huawei-matebook-x-pro-13-9-intel-core-i7-8550u-1-8ghz-16gb-512gb-ssd.front.master.1576684641045.jpg",1.33,0,1,963.133,304,217,14.6,13.9,"3000 x 2000px",259,"LED-backlit, LCD",1,1,16,2133,1,512,"4 x 1.8GHz",8,0,0,1,0,1,1,0,0,1,4,0
"79","Lenovo IdeaPad 330 14""","Intel Pentium Silver N5000 1.1GHz","Integrated",279,"https://images.versus.io/objects/lenovo-ideapad-330-14-intel-pentium-silver-n5000-1-1ghz-4gb-ram-500gb-hdd.front.master.1576684641045.jpg",2.1,0,0,1919.083,338.3,249.9,22.7,14,"1366 x 768px",112,"LED-backlit, LCD",0,1,4,2400,0,500,"4 x 1.1GHz",4,0,1,1,0,1,1,0,0,0,2,0
"80","Lenovo IdeaPad 330S 15.6""","Intel Core i5-7200U 2.5GHz","Integrated",270,"https://images.versus.io/objects/lenovo-ideapad-330s-15-6-intel-core-i5-7200u-2-5ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg",1.87,0,0,1697.223,358.4,244.1,19.4,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,8,2133,1,256,"2 x 2.5GHz",4,0,1,1,0,1,1,0,0,0,2,0
"81","Lenovo IdeaPad 330S 14""","Intel Core i5-8250U 1.6GHz","Integrated",458,"https://images.versus.io/objects/lenovo-ideapad-330s-14-intel-core-i5-8250u-1-6ghz-8gb-ram-1tb-hdd.front.master.1576684641045.jpg",1.67,0,0,1437.623,323.1,234.8,18.95,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",0,0,8,2400,0,1000,"4 x 1.6GHz",8,0,1,1,0,1,1,0,0,0,2,0
"82","Lenovo IdeaPad 330 14""","AMD A4-9125 2.3GHz","Integrated",382,"https://images.versus.io/objects/lenovo-ideapad-330-14-amd-a4-9125-2-3ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg",2.1,0,0,1919.083,338.3,249.9,22.7,14,"1366 x 768px",112,"LED-backlit, LCD",0,1,4,2133,0,1000,"2 x 2.3GHz",2,0,1,1,0,1,1,0,0,0,2,0
"83","Asus ZenBook Pro 15 UX580GD 15.6""","Intel Core i7-8750H 2.2GHz","Integrated",944,"https://images.versus.io/objects/asus-zenbook-pro-15-ux580gd-15-6-intel-core-i7-8750h-2-2ghz-16gb-ram-512gb-ssd.front.master.1576684641045.jpg",1.88,0,1,1662.543,365,241,18.9,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,"6 x 2.2GHz",12,0,1,1,0,1,1,0,0,1,2,0
"84","Lenovo IdeaPad 330 14""","Intel Celeron N4000 1.1GHz","Integrated",249,"https://images.versus.io/objects/lenovo-ideapad-330-14-intel-celeron-n4000-1-1ghz-4gb-ram-500gb-hdd.front.master.1576684641045.jpg",2.1,0,0,1919.083,338.3,249.9,22.7,14,"1366 x 768px",112,"LED-backlit, LCD",0,1,4,2400,0,500,"2 x 1.1GHz",2,0,1,1,0,1,1,0,0,0,2,0
"85","Lenovo IdeaPad 330 14""","Intel Core i5-8250U 1.6GHz","Integrated",1081,"https://images.versus.io/objects/lenovo-ideapad-330-14-intel-core-i5-8250u-1-6ghz-8gb-ram-1tb-hdd.front.master.1576684641045.jpg",2.1,0,0,1919.083,338.3,249.9,22.7,14,"1920 x 1080px",157,"LED-backlit, LCD",0,1,8,2400,0,1000,"4 x 1.6GHz",8,0,1,1,0,1,1,0,0,0,2,0
"86","Lenovo IdeaPad 330S 15.6""","AMD Ryzen 5 2500U 2GHz","Integrated",550,"https://images.versus.io/objects/lenovo-ideapad-330s-15-6-amd-ryzen-5-2500u-2ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg",1.87,0,1,1697.223,358.4,244.1,19.4,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,8,2400,1,256,"4 x 2GHz",8,0,1,0,0,1,1,0,0,0,2,0
"87","Lenovo IdeaPad 330 14""","AMD A9-9425 3.1GHz","Integrated",730,"https://images.versus.io/objects/lenovo-ideapad-330-14-amd-a9-9425-3-1ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg",2.1,0,0,1919.083,338.3,249.9,22.7,14,"1366 x 768px",112,"LED-backlit, LCD",0,1,4,2133,0,1000,"2 x 3.1GHz",2,0,1,1,0,1,1,0,0,0,2,0
"88","Lenovo IdeaPad 330S 15.6""","Intel Core i7-8550U 1.8GHz","Integrated",270,"https://images.versus.io/objects/lenovo-ideapad-330s-15-6-intel-core-i7-8550u-1-8ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg",1.87,0,0,1697.223,358.4,244.1,19.4,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,8,2400,1,256,"4 x 1.8GHz",8,0,1,1,0,1,1,0,0,0,2,0
"89","Lenovo IdeaPad 330 14""","Intel Core i7-8550U 1.8GHz","Integrated",1199,"https://images.versus.io/objects/lenovo-ideapad-330-14-intel-core-i7-8550u-1-8ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg",2.1,0,0,1919.083,338.3,249.9,22.7,14,"1366 x 768px",112,"LED-backlit, LCD",0,1,4,2400,0,1000,"4 x 1.8GHz",8,0,1,1,0,1,1,0,0,0,2,0
"90","Lenovo IdeaPad 330S 15.6""","Intel Core i3-8130U 2.2GHz","Integrated",458,"https://images.versus.io/objects/lenovo-ideapad-330s-15-6-intel-core-i3-8130u-2-2ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg",1.87,0,0,1697.223,358.4,244.1,19.4,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,4,2400,0,1000,"2 x 2.2GHz",4,0,1,1,0,1,1,0,0,0,2,0
"94","Asus ZenBook Pro 15 UX580GE 15.6""","Intel Core i9-8950HK 2.9GHz","Integrated",1800,"https://images.versus.io/objects/asus-zenbook-pro-15-ux580ge-15-6-intel-core-i9-8950hk-2-9ghz-16gb-1tb-ssd.front.master.1576684641045.jpg",1.88,0,1,1662.543,365,241,18.9,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,0,16,2400,1,1000,"6 x 2.9GHz",12,0,1,1,0,1,1,0,0,1,2,0
"96","MSI GV62 7RC 15.6""","Intel Core i5-7300HQ 2.5GHz","Integrated",626,"https://images.versus.io/objects/msi-gv62-7rc-15-6-intel-core-i5-7300hq-2-5ghz-8gb-ram-128gb-ssd-1tb-hdd.front.master.1576684641045.jpg",2.2,0,1,2887.823,383,260,29,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,0,8,2400,1,128,"4 x 2.5GHz",4,0,1,1,0,1,1,0,0,0,1,0
"99","Lenovo IdeaPad 330 15.6""","AMD Ryzen 3 2200U 2.5GHz","Integrated",380,"https://images.versus.io/objects/lenovo-ideapad-330-15-6-amd-ryzen-3-2200u-2-5ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg",2.2,0,0,2250.613,378,260,22.9,15.6,"1366 x 768px",100,"LED-backlit, LCD",0,1,4,2400,0,1000,"2 x 2.5GHz",4,0,1,1,0,1,0,0,0,0,1,0
"100","Asus ZenBook S UX391UA 13.3""","Intel Core i7-8550U 1.8GHz","Integrated",799,"https://images.versus.io/objects/asus-zenbook-s-ux391ua-13-3-intel-core-i7-8550u-1-8ghz-16gb-ram-512gb-ssd.front.master.1599672598344.jpg",1.05,0,1,854.533,311,213,12.9,13.3,"3840 x 2160px",331,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,"4 x 1.8GHz",8,0,0,1,0,1,1,0,0,1,1,0
"101","Lenovo ThinkPad X1 Yoga (2018) 14"" WQHD IPS","Intel Core i7-8650U 1.9GHz","Integrated",435,"https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-2018-14-wqhd-ips-intel-core-i7-8650u-1-9ghz-16gb-ram-512gb-ssd.front.master.1576684641045.jpg",1.4,0,1,1300.183,333,229,17.05,14,"2560 x 1440px",210,"IPS, LCD, LED-backlit",1,1,16,2400,1,512,"4 x 1.9GHz",8,0,1,1,0,1,1,0,1,1,1,0
"102","HP OMEN 17-w151nr 17.3""","Intel Core i7-6700HQ 2.6GHz","Integrated",1399,"https://images.versus.io/objects/hp-omen-17-w151nr-17-3-intel-core-i7-6700hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg",3.35,0,1,3787.243,414,278.9,32.8,17.3,"3840 x 2160px",254,"IPS, LCD, LED-backlit",0,1,16,2133,1,512,"4 x 2.6GHz",16,0,1,1,0,1,1,0,0,0,2,0
"103","Acer Predator Triton 500 15.6""","Intel Core i5-8300H 2.3GHz","Integrated",1410,"https://images.versus.io/objects/acer-predator-triton-500-15-6-intel-core-i5-8300h-2-3ghz-8gb-ram-512gb-ssd.front.master.1588880662078.jpg",2,0,1,1619.043,358.1,254,17.8,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,8,2666,1,512,"4 x 2.3GHz",8,0,1,1,0,1,1,0,0,0,1,0
"106","Dell XPS 15 Touch 15.6""","Intel Core i7 6700HQ 2.6GHz","Integrated",1199,"https://images.versus.io/objects/dell-xps-15-touch-15-6-intel-core-i7-6700hq-2-6ghz-16gb-256gb.front.master.1576684641045.jpg",2,0,1,1412.833,357.1,235.5,16.8,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,0,16,2133,1,256,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,2,0
"107","HP Envy 13 13.3""","Intel Core i7-7500U 2.7GHz","Integrated",459,"https://images.versus.io/objects/hp-envy-13-13-3-intel-core-i7-7500u-2-7ghz-16gb-512gb-ssd.front.master.1576684641045.jpg",1.32,0,1,923.033,305.8,215.6,14,13.3,"1920 x 1080px",166,"IPS, LCD, LED-backlit",1,0,16,1600,1,512,"2 x 2.7GHz",4,0,0,1,0,1,1,0,0,0,2,0
"108","Toshiba Satellite Radius 12 P25W 12.5""","Intel Core i7-6500U 2.5GHz","Integrated",226,"https://images.versus.io/objects/toshiba-satellite-radius-12-p25w-12-5-intel-core-i7-6500u-2-5ghz-8gb-256gb.front.master.1576684641045.jpg",1.32,0,1,967.633,299.7,208.3,15.5,12.5,"3840 x 2160px",352,"IPS, LCD, LED-backlit",1,0,8,1600,1,256,"2 x 2.5GHz",4,0,1,1,0,1,1,0,0,0,2,0
"109","HP ProBook 470 G4 17.3""","Intel Core i7 7500U 2.7GHz","Integrated",749,"https://images.versus.io/objects/hp-probook-470-g4-17-3-intel-core-i7-7500u-2-7ghz-16gb-256gb.front.master.1576684641045.jpg",2.63,0,1,3021.553,416.8,279.9,25.9,17.3,"1920 x 1080px",127,"LED-backlit, LCD",0,1,16,2133,1,256,"2 x 2.7GHz",4,0,1,1,0,1,1,0,0,1,1,0
"111","Acer Aspire 5 15.6""","Intel Core i7-8550U 1.8GHz","Integrated",514,"https://images.versus.io/objects/acer-aspire-5-15-6-intel-core-i7-8550u-1-8ghz-8gb-1tb-hdd.front.master.1576684641045.jpg",2.2,0,0,2166.43,381.5,262.9,21.6,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,1,8,2400,0,1000,"4 x 1.8GHz",8,0,1,1,0,1,1,0,0,0,2,0
"112","Toshiba Portege X20W 12.5""","Intel Core i5-7200U 2.5GHz","Integrated",290,"https://images.versus.io/objects/toshiba-portege-x20w-12-5-intel-core-i5-7200u-2-5ghz-8gb-256gb.front.master.1576684641045.jpg",1.11,0,1,775.613,325.1,229.4,10.4,12.5,"1920 x 1080px",176,"LED-backlit, LCD",1,1,8,1600,1,256,"2 x 2.5GHz",4,0,1,1,0,1,1,0,0,1,2,0
"114","Dell Alienware 15 R2 15.6""","Intel Core i7-6700HQ 2.6GHz","Integrated",850,"https://images.versus.io/objects/dell-alienware-15-r2-15-6-intel-core-i7-6700hq-2-6ghz-16gb-128gb.front.master.1576684641045.jpg",3.21,0,1,2492.333,385.8,270.3,23.9,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,0,16,2133,1,128,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"115","Lenovo IdeaPad Y700 15.6""","Intel i7 6700HQ 2.64GHz","Integrated",859,"https://images.versus.io/objects/lenovo-ideapad-y700-15-6-intel-i7-6700hq-2-64ghz-16gb-1tb.front.master.1576684641045.jpg",2.59,0,1,2982.823,386.1,276.9,27.9,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,1,16,2133,0,1000,"4 x 2.64GHz",8,0,1,1,0,1,1,0,0,0,2,0
"116","Toshiba Satellite P50T 15.6""","Intel Core i7-4700HQ 2.4GHz","Integrated",569,"https://images.versus.io/objects/toshiba-satellite-p50t-15-6-intel-core-i7-4700hq-2-4ghz-16gb-1tb.front.master.1576684641045.jpg",2.31,0,1,2574.563,378.5,243.8,27.9,15.6,"3840 x 2160px",282,"LED-backlit, LCD",1,0,16,1600,1,1000,"4 x 2.4GHz",8,0,1,1,0,1,1,0,0,0,1,0
"117","Acer Signature 17 17.3""","Intel Core i7-6700K 4GHz","Integrated",2330,"https://images.versus.io/objects/acer-signature-17-17-3-intel-core-i7-6700k-4ghz-16gb-512gb.front.master.1576684641045.jpg",3.9,0,1,4705.613,418.1,295.4,38.1,17.3,"1920 x 1080px",127,"IPS, LCD, LED-backlit",0,1,16,2133,1,512,"4 x 4GHz",8,0,1,1,0,1,1,0,0,1,1,0
"118","HP Envy 17t 17.3""","Intel i7-4800MQ 2.7GHz","Integrated",1219,"https://images.versus.io/objects/hp-envy-17t-17-3-intel-i7-4800mq-2-7ghz-16gb-1tb.front.master.1576684641045.jpg",2.77,0,1,3503.983,416.1,274.3,30.7,17.3,"1920 x 1080px",127,"LED-backlit, LCD",1,1,16,1866,0,1000,"4 x 2.7GHz",8,0,1,1,0,1,1,0,0,1,1,0
"119","HP ProBook 450 G3 15.6""","Intel Core i5-6200U 2.3GHz","Integrated",599,"https://images.versus.io/objects/hp-probook-450-g3-15-6-intel-core-i5-6200u-2-3ghz-8gb-128gb.front.master.1576684641045.jpg",2.07,0,1,2541.443,378,264.7,25.4,15.6,"1366 x 768px",100,"LED-backlit, LCD",1,1,8,1600,1,128,"2 x 2.3GHz",8,0,1,1,0,1,1,0,0,1,2,0
"120","HP Envy 17t 17.3""","Intel i7-4702MQ 2.2GHz","Integrated",1064,"https://images.versus.io/objects/hp-envy-17t-17-3-intel-i7-4702mq-2-2ghz-8gb-2tb.front.master.1576684641045.jpg",2.77,0,1,3503.983,416.1,274.3,30.7,17.3,"1920 x 1080px",127,"LED-backlit, LCD",1,1,8,1866,0,2000,"4 x 2.2GHz",8,0,1,1,0,1,1,0,0,1,2,0
"122","Lenovo ThinkPad P70 Flagship 17.3""","Intel Xeon E3-1505M v5 2.8GHz","Integrated",828,"https://images.versus.io/objects/lenovo-thinkpad-p70-flagship-17-3-intel-xeon-e3-1505m-v5-2-8ghz-32gb-1tb.front.master.1576684641045.jpg",3.43,0,1,3393.923,416.6,274.3,29.7,17.3,"3840 x 2160px",254,"IPS, LCD",0,0,32,2133,0,1000,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,1,2,0
"123","Dell XPS 13 9365 13.3""","Intel Core i7 7Y75 1.3GHz","Integrated",335,"https://images.versus.io/objects/dell-xps-13-9365-13-3-intel-core-i7-7y75-1-3ghz-8gb-512gb.front.master.1576684641045.jpg",1.22,0,1,488.283,304.3,198.1,8.1,13.3,"3200 x 1800px",276,"IPS, LCD",1,0,8,1866,1,512,"2 x 1.3GHz",8,0,0,1,0,1,1,0,1,1,2,0
"124","HP Omen 17 17.3""","Intel Core i7-6700HQ 2.6GHz","Integrated",1919,"https://images.versus.io/objects/hp-omen-17-17-3-intel-core-i7-6700hq-2-6ghz-12gb-1tb.front.master.1576684641045.jpg",2.85,0,1,3429.33,414,278.9,29.7,17.3,"3840 x 2160px",254,"LED-backlit, LCD",0,1,12,2133,1,1000,"4 x 2.6GHz",4,0,1,1,0,1,1,0,0,0,2,0
"125","Dell XPS 15 Touch 15.6""","Intel Core i5 6300HQ 2.3GHz","Integrated",1788,"https://images.versus.io/objects/dell-xps-15-touch-15-6-intel-core-i5-6300hq-2-3ghz-8gb-1tb.front.master.1576684641045.jpg",1.77,0,1,1412.833,357.1,235.5,16.8,15.6,"3840 x 2160px",282,"IPS, LCD",1,0,8,2133,1,1000,"4 x 2.3GHz",8,0,1,1,0,1,1,0,0,0,1,0
"127","Asus N752 17.3""","Intel Core i7 6700HQ 2.6GHz","Integrated",944,"https://images.versus.io/objects/asus-n752-17-3-intel-core-i7-6700hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg",3.17,0,1,3817.163,414,279.4,33,17.3,"3840 x 2160px",282,"IPS, LCD",0,0,16,2133,1,512,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"128","Acer Predator 15 15.6""","Intel Core i7-6700HQ 2.6GHz","Integrated",1901,"https://images.versus.io/objects/acer-predator-15-15-6-intel-core-i7-6700hq-2-6ghz-32gb-1-95tb.front.master.1576684641045.jpg",3.4,0,1,4519.083,390.9,299.5,38.6,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",0,1,32,2133,1,1095,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"129","Samsung Notebook 9 Pro 15.6""","Intel Core i7 6700HQ 2.6GHz","Integrated",458,"https://images.versus.io/objects/samsung-notebook-9-pro-15-6-intel-core-i7-6700hq-2-6ghz-8gb-256gb.front.master.1576684641045.jpg",2.02,0,1,1661.413,373.8,249.7,17.8,15.6,"3840 x 2160px",282,"LED-backlit, LCD",1,1,8,1866,1,256,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"130","Dell XPS 13 9365 13.3""","Intel Core i7 7Y75 1.3GHz","Integrated",220,"https://images.versus.io/objects/dell-xps-13-9365-13-3-intel-core-i7-7y75-1-3ghz-16gb-512gb.front.master.1576684641045.jpg",1.22,0,1,488.283,304.3,198.1,8.1,13.3,"3200 x 1800px",276,"IPS, LCD",1,0,16,1866,1,512,"2 x 1.3GHz",4,0,0,1,0,1,1,0,1,1,2,0
"132","Lenovo IdeaPad Y900 17.3""","Intel Core i7 6820HK 2.7GHz","Integrated",458,"https://images.versus.io/objects/lenovo-ideapad-y900-17-3-intel-core-i7-6820hk-2-7ghz-16gb-256gb.front.master.1576684641045.jpg",4.6,0,1,4822.993,426.7,317.5,35.6,17.3,"1920 x 1080px",127,"IPS, LCD, LED-backlit",1,1,16,2133,1,256,"4 x 2.7GHz",20,0,1,1,0,1,1,0,0,0,2,0
"133","Samsung ATIV Book 9 Pro 15.6""","Intel Core i7 6700HQ 2.6GHz","Integrated",730,"https://images.versus.io/objects/samsung-ativ-book-9-pro-15-6-intel-core-i7-6700hq-2-6ghz-8gb-256gb.front.master.1576684641045.jpg",2.02,0,1,1661.863,373.9,249.7,17.8,15.6,"3840 x 2160px",282,"LED-backlit, LCD",1,1,8,1866,1,256,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"134","Lenovo Yoga C930 13.9"" UHD","Intel Core i7-8550U 1.8GHz","Integrated",989,"https://images.versus.io/objects/lenovo-yoga-c930-13-9-uhd-intel-core-i7-8550u-1-8ghz-16gb-ram-1tb-ssd.front.master.1576684641045.jpg",1.38,1,1,1052.553,320.2,226.7,14.5,13.9,"3840 x 2160px",317,"IPS, LCD, LED-backlit",1,0,16,2400,1,1000,"4 x 1.8GHz",8,0,0,0,0,1,1,0,1,1,2,0
"135","Lenovo ThinkPad X1 Yoga 14""","Intel Core i5-6200U 2.3GHz","Integrated",479,"https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-14-intel-core-i5-6200u-2-3ghz-8gb-128gb.front.master.1576684641045.jpg",1.27,0,1,1295.83,333,228.9,17,14,"2560 x 1440px",209,"LED-backlit, LCD",1,0,8,1866,1,128,"2 x 2.3GHz",4,0,1,1,0,1,1,0,1,1,3,0
"136","Toshiba Qosmio X70 17.3""","Intel Core i7-4700MQ 2.4GHz","Integrated",220,"https://images.versus.io/objects/toshiba-qosmio-x70-17-3-intel-core-i7-4700mq-2-4ghz-32gb-2-75tb.front.master.1576684641045.jpg",3.45,0,1,3474.33,419.1,271.8,30.5,17.3,"1920 x 1080px",127,"LED-backlit, LCD",0,0,32,1600,0,2075,"4 x 2.4GHz",8,0,1,1,0,1,1,0,0,0,1,0
"137","HP ZBook Studio 15.6""","Intel Core i7 6820HQ 2.7GHz","Integrated",554,"https://images.versus.io/objects/hp-zbook-studio-15-6-intel-core-i7-6820hq-2-7ghz-32gb-128gb.front.master.1576684641045.jpg",2,0,1,1720.793,374.9,255,18,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",0,1,32,1600,1,128,"4 x 2.7GHz",8,0,1,1,0,1,1,0,0,0,2,0
"138","HP EliteBook x360 1020 G2 12.5""","Intel Core i5-7200U 2.5GHz","Integrated",412,"https://images.versus.io/objects/hp-elitebook-x360-1020-g2-12-5-intel-core-i5-7200u-2-5ghz-8gb-256gb-ssd.front.master.1576684641045.jpg",1.13,0,1,796.943,289.8,203.7,13.5,12.5,"1920 x 1080px",176,"IPS, LCD, LED-backlit",1,1,8,1866,1,256,"2 x 2.5GHz",4,0,1,1,0,1,1,0,0,1,2,0
"139","HP EliteBook x360 1020 G2 12.5""","Intel Core i7-7500U 2.7GHz","Integrated",319,"https://images.versus.io/objects/hp-elitebook-x360-1020-g2-12-5-intel-core-i7-7500u-2-7ghz-8gb-512gb-ssd.front.master.1576684641045.jpg",1.13,0,1,796.943,289.8,203.7,13.5,12.5,"1920 x 1080px",176,"IPS, LCD, LED-backlit",1,1,8,1866,1,512,"2 x 2.7GHz",4,0,1,1,0,1,1,0,0,1,2,0
"140","Lenovo ThinkPad P70 17.3""","Intel Xeon E3-1505M v5 2.8GHz","Integrated",828,"https://images.versus.io/objects/lenovo-thinkpad-p70-17-3-intel-xeon-e3-1505m-v5-2-8ghz-16gb-500gb.front.master.1576684641045.jpg",3.45,0,1,3485.343,416.6,274.3,30.5,17.3,"3840 x 2160px",254,"IPS, LCD, LED-backlit",0,0,16,2133,1,500,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,1,2,0
